w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_top_left_T
45.2,9.4,2.2,9.2,24.8,10.0,0.0,0.51,14.0,34.0,0.105,0.08,2.0,9.0,0.105,0.03,0.1,0.41,1.9,3.7,4.6,4.2,16.0,13.0,1.8,2.2,4.3,4.3,0.38,3.3,0.105680628140987
48.8,11.8,3.4,9.2,17.6,7.6,0.0,0.5,14.0,18.0,0.07,0.04,2.0,27.0,0.175,0.08,0.1,0.35,2.1,2.2,4.3,2.9,18.0,16.0,1.1,2.5,4.9,4.5,0.57,2.1,0.0631467908425613
41.6,9.4,5.8,21.2,15.2,34.0,0.0,0.5,14.0,29.0,0.14,0.09,2.0,30.0,0.105,0.06,0.1,0.18,1.0,2.8,4.5,3.1,9.0,0.0,4.9,0.9,5.0,1.0,0.24,2.4,0.0447278119512618
23.6,1.0,9.4,11.6,5.6,25.6,0.0,0.5,14.0,30.0,0.105,0.04,2.0,31.0,0.105,0.03,0.1,0.11,0.5,2.9,2.0,2.3,29.0,29.0,4.5,2.9,0.6,1.9,0.24,1.2,0.0449712800379983
32.0,4.6,7.0,10.4,8.0,11.2,0.0,0.51,14.0,35.0,0.175,0.03,2.0,5.0,0.105,0.06,0.1,0.32,0.5,1.2,1.8,1.8,26.0,3.0,4.9,1.7,4.7,2.3,0.23,1.7,0.0473977271747226
6.8,8.2,7.0,16.4,6.8,32.8,0.0,0.51,14.0,26.0,0.175,0.08,2.0,20.0,0.035,0.01,0.1,0.38,0.7,2.5,3.0,1.8,27.0,6.0,4.6,4.2,2.1,3.6,0.66,1.0,0.223596550545903
12.8,9.4,10.6,5.6,16.4,24.4,0.0,0.51,14.0,35.0,0.14,0.08,2.0,9.0,0.07,0.03,0.1,0.22,1.0,3.9,4.1,4.5,4.0,27.0,4.4,4.2,3.6,1.6,0.35,3.7,0.0787449768803382
34.4,11.8,7.0,12.8,4.4,49.6,0.0,0.5,14.0,28.0,0.105,0.05,2.0,17.0,0.175,0.05,0.1,0.26,0.5,1.5,2.5,3.4,16.0,29.0,3.2,0.2,0.3,3.1,0.46,1.4,0.0463452547644718
35.6,9.4,8.2,10.4,23.6,53.2,0.0,0.51,14.0,15.0,0.07,0.04,2.0,16.0,0.07,0.05,0.1,0.25,1.7,1.7,3.9,3.9,8.0,20.0,5.0,4.9,2.1,1.4,0.76,3.2,0.0355288269117549
24.8,9.4,13.0,5.6,21.2,11.2,0.0,0.5,14.0,35.0,0.035,0.02,2.0,35.0,0.175,0.02,0.1,0.46,1.4,3.1,5.0,1.7,20.0,8.0,4.2,2.8,1.4,4.4,0.1,1.6,0.0339196307123762
8.0,4.6,9.4,17.6,14.0,49.6,0.0,0.5,14.0,25.0,0.175,0.07,2.0,28.0,0.175,0.05,0.1,0.41,0.8,0.8,3.1,3.3,28.0,23.0,1.4,4.4,4.8,3.9,0.52,1.9,0.121389061590425
14.0,5.8,10.6,16.4,12.8,12.4,0.0,0.51,14.0,9.0,0.14,0.03,2.0,24.0,0.175,0.01,0.1,0.31,0.6,0.9,4.7,4.5,13.0,25.0,2.8,1.5,4.3,1.2,0.33,1.9,0.072327706418081
23.6,1.0,4.6,15.2,15.2,34.0,0.0,0.51,14.0,35.0,0.105,0.05,2.0,19.0,0.07,0.04,0.1,0.46,1.3,4.4,3.0,3.4,10.0,21.0,2.3,2.1,3.9,2.8,1.29,2.6,0.0904987730805674
14.0,4.6,4.6,6.8,4.4,53.2,0.0,0.51,14.0,21.0,0.14,0.08,2.0,29.0,0.175,0.06,0.1,0.3,0.5,2.5,1.7,3.0,7.0,3.0,2.4,3.2,1.3,2.4,0.32,1.6,0.175686850777347
38.0,8.2,10.6,26.0,12.8,25.6,0.0,0.5,14.0,23.0,0.035,0.02,2.0,32.0,0.14,0.04,0.1,0.46,0.6,1.0,2.6,1.5,14.0,24.0,1.4,1.0,2.3,4.7,0.48,1.3,0.0259160488883717
47.6,8.2,2.2,11.6,4.4,31.6,0.0,0.51,14.0,30.0,0.105,0.06,2.0,16.0,0.14,0.08,0.1,0.24,0.4,2.3,1.4,5.0,7.0,9.0,3.6,2.4,0.9,3.9,0.39,1.0,0.104768506457182
32.0,13.0,11.8,21.2,15.2,42.4,0.0,0.51,14.0,35.0,0.175,0.05,2.0,26.0,0.14,0.1,0.1,0.16,0.8,3.6,3.0,2.2,27.0,18.0,0.9,3.2,0.9,2.0,0.3,1.7,0.0272813868919854
18.8,10.6,9.4,16.4,3.2,41.2,0.0,0.51,14.0,14.0,0.07,0.03,2.0,8.0,0.105,0.05,0.1,0.38,0.4,0.4,1.3,3.7,15.0,21.0,1.2,0.1,0.9,0.2,0.3,1.0,0.0637554259829226
35.6,3.4,9.4,17.6,4.4,22.0,0.0,0.5,14.0,24.0,0.14,0.05,2.0,21.0,0.175,0.06,0.1,0.29,0.3,2.9,2.0,3.7,25.0,20.0,3.6,4.2,4.4,4.0,0.26,1.6,0.0328932366395227
32.0,10.6,10.6,5.6,20.0,47.2,0.0,0.51,14.0,26.0,0.035,0.02,2.0,22.0,0.14,0.01,0.1,0.23,2.5,3.3,4.9,2.8,12.0,0.0,3.8,2.3,3.3,0.4,0.93,2.7,0.0310555213090903
36.8,2.2,7.0,21.2,6.8,24.4,0.0,0.5,14.0,17.0,0.105,0.06,2.0,19.0,0.105,0.09,0.1,0.32,0.7,2.0,3.0,4.6,16.0,26.0,4.2,2.0,1.5,4.6,0.15,2.1,0.0391873417404811
34.4,8.2,7.0,21.2,24.8,4.0,0.0,0.5,14.0,29.0,0.14,0.05,2.0,23.0,0.175,0.03,0.1,0.3,2.6,1.9,4.4,4.1,23.0,15.0,3.5,2.2,1.7,0.8,0.84,3.9,0.0447765952445902
35.6,5.8,3.4,5.6,26.0,17.2,0.0,0.5,14.0,32.0,0.105,0.08,2.0,30.0,0.105,0.1,0.1,0.21,1.6,1.5,4.5,5.0,23.0,27.0,4.5,4.8,4.8,4.5,0.87,3.6,0.0854794100033748
42.8,11.8,3.4,23.6,21.2,43.6,0.0,0.5,14.0,34.0,0.14,0.05,2.0,11.0,0.175,0.01,0.1,0.17,1.8,3.2,4.3,4.5,16.0,25.0,3.7,4.3,1.3,2.8,0.77,3.7,0.0714068873813073
8.0,4.6,8.2,9.2,5.6,48.4,0.0,0.5,14.0,32.0,0.07,0.05,2.0,14.0,0.14,0.09,0.1,0.41,0.5,2.7,3.9,2.8,30.0,13.0,4.4,2.0,4.0,0.4,0.26,1.5,0.170245489034753
52.4,11.8,10.6,12.8,3.2,47.2,0.0,0.51,14.0,15.0,0.105,0.07,2.0,33.0,0.07,0.06,0.1,0.23,0.4,0.7,2.1,3.3,14.0,24.0,0.1,3.6,1.7,4.6,0.28,1.0,0.0188344416274234
29.6,3.4,5.8,21.2,4.4,18.4,0.0,0.5,14.0,34.0,0.07,0.04,2.0,32.0,0.07,0.06,0.1,0.43,0.3,1.3,2.5,3.4,4.0,5.0,0.1,0.2,0.7,1.0,0.11,1.4,0.0635609307320305
40.4,9.4,8.2,23.6,4.4,47.2,0.0,0.51,14.0,22.0,0.175,0.06,2.0,35.0,0.175,0.09,0.1,0.48,0.3,0.8,2.4,2.5,18.0,17.0,0.4,3.7,4.5,0.7,0.29,1.0,0.0321805940380554
27.2,2.2,7.0,26.0,24.8,6.4,0.0,0.51,14.0,6.0,0.105,0.06,2.0,10.0,0.175,0.01,0.1,0.45,2.7,0.2,4.8,4.3,5.0,18.0,4.9,4.3,0.6,0.7,0.1,4.0,0.0544189717570784
18.8,3.4,9.4,18.8,11.6,43.6,0.0,0.51,14.0,25.0,0.105,0.01,2.0,7.0,0.07,0.06,0.1,0.5,1.2,1.6,2.9,2.6,23.0,27.0,1.7,2.4,0.2,1.4,0.8,1.3,0.0584616060430035
42.8,1.0,2.2,18.8,11.6,37.6,0.0,0.5,14.0,35.0,0.175,0.03,2.0,7.0,0.07,0.05,0.1,0.34,1.5,1.2,3.2,2.5,20.0,23.0,3.9,3.8,1.1,1.6,0.26,1.3,0.108626594604132
15.2,13.0,10.6,15.2,20.0,13.6,0.0,0.5,14.0,35.0,0.035,0.03,2.0,20.0,0.07,0.06,0.1,0.4,1.9,1.5,5.0,5.0,13.0,20.0,1.9,1.7,1.8,2.8,0.8,1.5,0.0650266423606532
22.4,5.8,8.2,12.8,14.0,41.2,0.0,0.51,14.0,25.0,0.175,0.06,2.0,11.0,0.175,0.04,0.1,0.3,1.1,1.1,5.0,4.6,9.0,0.0,1.9,4.8,4.6,1.6,0.27,2.0,0.056687835730975
42.8,2.2,11.8,6.8,17.6,18.4,0.0,0.5,14.0,19.0,0.14,0.08,2.0,31.0,0.07,0.07,0.1,0.33,1.6,1.6,4.4,3.5,23.0,30.0,4.0,3.6,1.6,2.0,1.49,1.7,0.0207986497595395
30.8,9.4,13.0,20.0,21.2,13.6,0.0,0.5,14.0,27.0,0.14,0.02,2.0,20.0,0.07,0.07,0.1,0.13,1.9,1.3,4.7,4.8,14.0,0.0,2.1,3.2,1.8,3.4,0.43,2.9,0.0260740405291511
32.0,7.0,8.2,5.6,10.4,25.6,0.0,0.5,14.0,11.0,0.07,0.07,2.0,12.0,0.14,0.01,0.1,0.2,1.1,1.2,4.0,2.2,4.0,8.0,3.7,4.3,1.6,4.0,0.84,2.1,0.0400403415711835
47.6,7.0,8.2,24.8,20.0,41.2,0.0,0.51,14.0,30.0,0.105,0.06,2.0,33.0,0.175,0.03,0.1,0.4,2.0,2.4,4.6,4.7,21.0,23.0,3.9,2.9,4.7,0.9,1.63,2.4,0.02580595929729
6.8,5.8,8.2,8.0,6.8,4.0,0.0,0.51,14.0,31.0,0.175,0.04,2.0,10.0,0.035,0.02,0.1,0.1,0.7,0.9,2.9,3.7,19.0,28.0,2.7,4.7,3.2,4.5,0.66,1.0,0.195128765828649
45.2,4.6,9.4,9.2,22.4,36.4,0.0,0.51,14.0,26.0,0.105,0.02,2.0,12.0,0.14,0.05,0.1,0.33,2.6,2.2,3.7,4.8,24.0,17.0,3.2,1.3,2.0,0.2,0.74,3.6,0.0241021131185135
16.4,5.8,9.4,2.0,4.4,24.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,23.0,0.175,0.01,0.1,0.33,0.4,2.7,2.7,3.3,23.0,24.0,3.1,3.8,2.1,3.8,0.29,1.3,0.0765274948783806
48.8,5.8,5.8,21.2,20.0,36.4,0.0,0.5,14.0,21.0,0.14,0.02,2.0,27.0,0.105,0.07,0.1,0.34,2.2,2.5,3.2,3.2,6.0,17.0,2.8,4.0,3.4,2.7,1.36,3.1,0.0366088052943613
39.2,5.8,8.2,12.8,16.4,36.4,0.0,0.5,14.0,28.0,0.105,0.06,2.0,21.0,0.07,0.07,0.1,0.49,1.4,3.4,4.7,3.7,10.0,21.0,3.1,2.9,1.6,4.0,1.2,1.1,0.0320083568928743
35.6,10.6,3.4,23.6,16.4,53.2,0.0,0.51,14.0,35.0,0.035,0.02,2.0,11.0,0.175,0.1,0.1,0.48,0.9,4.0,4.6,3.6,30.0,27.0,0.3,0.3,2.4,3.3,0.25,1.5,0.084130215476707
10.4,9.4,10.6,6.8,10.4,50.8,0.0,0.51,14.0,29.0,0.175,0.09,2.0,26.0,0.14,0.02,0.1,0.36,0.7,0.4,4.0,2.4,25.0,9.0,0.8,2.0,1.3,1.4,0.28,1.2,0.097493146891651
42.8,8.2,3.4,26.0,16.4,10.0,0.0,0.5,14.0,21.0,0.14,0.03,2.0,28.0,0.105,0.06,0.1,0.22,1.8,1.9,3.9,3.7,6.0,9.0,2.6,0.9,4.3,2.7,1.18,2.0,0.0725954479457363
45.2,5.8,9.4,26.0,26.0,36.4,0.0,0.51,14.0,21.0,0.105,0.08,2.0,10.0,0.105,0.06,0.1,0.2,1.9,2.0,4.4,4.8,28.0,6.0,1.9,0.3,1.2,2.3,0.3,3.8,0.0251364484073431
23.6,3.4,9.4,26.0,14.0,6.4,0.0,0.5,14.0,33.0,0.175,0.03,2.0,18.0,0.105,0.09,0.1,0.28,0.6,3.6,4.9,4.4,5.0,23.0,1.0,2.5,4.0,2.2,0.18,1.9,0.0464012141674971
35.6,8.2,13.0,20.0,21.2,36.4,0.0,0.51,14.0,23.0,0.14,0.02,2.0,20.0,0.105,0.06,0.1,0.22,2.7,1.2,3.9,4.7,2.0,27.0,2.6,2.6,0.8,1.7,0.66,3.4,0.0226854484965424
15.2,2.2,13.0,20.0,9.2,14.8,0.0,0.5,14.0,13.0,0.105,0.04,2.0,33.0,0.105,0.1,0.1,0.21,1.0,0.6,3.9,4.4,5.0,1.0,1.4,3.6,2.5,2.2,0.46,3.1,0.0521586970706379
21.2,9.4,2.2,14.0,18.8,31.6,0.0,0.5,14.0,20.0,0.07,0.05,2.0,35.0,0.14,0.06,0.1,0.32,2.3,2.0,4.8,3.6,22.0,8.0,1.1,1.9,1.7,4.2,1.22,1.0,0.228998387925302
36.8,3.4,9.4,9.2,4.4,14.8,0.0,0.5,14.0,15.0,0.175,0.07,2.0,19.0,0.105,0.06,0.1,0.15,0.5,1.4,3.1,3.8,19.0,24.0,3.9,4.9,4.1,1.2,0.44,1.0,0.0338652665213799
47.6,10.6,3.4,17.6,15.2,35.2,0.0,0.5,14.0,35.0,0.105,0.03,2.0,10.0,0.07,0.03,0.1,0.39,1.5,1.7,4.6,4.0,4.0,20.0,2.7,1.8,0.6,1.6,0.58,3.0,0.0624651751316464
23.6,1.0,4.6,8.0,9.2,5.2,0.0,0.5,14.0,29.0,0.14,0.03,2.0,27.0,0.175,0.1,0.1,0.43,0.6,1.3,5.0,2.0,26.0,9.0,4.4,0.7,1.7,4.5,0.5,1.3,0.0949619668420317
18.8,3.4,9.4,11.6,11.6,22.0,0.0,0.51,14.0,34.0,0.105,0.04,2.0,9.0,0.105,0.03,0.1,0.12,1.3,3.8,4.5,4.9,18.0,25.0,2.8,3.6,0.9,2.6,0.96,3.7,0.058154236718985
40.4,5.8,10.6,21.2,20.0,40.0,0.0,0.51,14.0,32.0,0.105,0.05,2.0,11.0,0.07,0.03,0.1,0.3,2.5,2.9,4.9,3.3,8.0,15.0,4.2,2.7,4.0,1.0,0.27,2.1,0.0250376344841451
32.0,11.8,7.0,23.6,9.2,41.2,0.0,0.51,14.0,15.0,0.175,0.1,2.0,14.0,0.175,0.1,0.1,0.25,0.8,0.4,3.5,4.6,22.0,15.0,1.7,0.6,2.0,1.2,0.27,2.4,0.0499299736374907
50.0,13.0,2.2,4.4,6.8,41.2,0.0,0.51,14.0,31.0,0.07,0.04,2.0,4.0,0.07,0.01,0.1,0.43,0.7,1.5,1.4,1.6,26.0,13.0,0.6,2.7,4.3,3.8,0.22,1.1,0.100153828152915
34.4,8.2,4.6,18.8,16.4,49.6,0.0,0.51,14.0,31.0,0.035,0.01,2.0,15.0,0.14,0.05,0.1,0.27,1.6,3.2,4.0,4.3,19.0,6.0,3.1,3.5,4.2,2.2,0.41,2.8,0.0660508278447052
50.0,10.6,7.0,10.4,4.4,4.0,0.0,0.51,14.0,25.0,0.175,0.01,2.0,14.0,0.07,0.03,0.1,0.3,0.2,1.8,2.1,3.8,26.0,6.0,3.5,2.5,4.3,1.3,0.19,1.3,0.0303021527106237
17.6,1.0,5.8,4.4,5.6,5.2,0.0,0.51,14.0,32.0,0.105,0.06,2.0,7.0,0.14,0.02,0.1,0.21,0.6,3.8,2.6,4.8,25.0,23.0,0.8,5.0,3.8,1.6,0.51,1.1,0.103337513554314
22.4,7.0,4.6,15.2,21.2,42.4,0.0,0.51,14.0,12.0,0.105,0.03,2.0,20.0,0.14,0.06,0.1,0.24,1.5,1.1,4.6,4.1,11.0,16.0,4.6,5.0,3.3,0.5,0.74,3.2,0.101276733454708
34.4,2.2,8.2,3.2,18.8,28.0,0.0,0.51,14.0,25.0,0.07,0.07,2.0,25.0,0.105,0.02,0.1,0.15,2.2,2.8,4.8,4.6,6.0,26.0,1.9,0.6,2.0,3.0,1.49,3.5,0.0373967879524642
16.4,1.0,7.0,17.6,10.4,32.8,0.0,0.51,14.0,25.0,0.035,0.03,2.0,20.0,0.07,0.07,0.1,0.13,1.2,1.1,4.7,2.3,4.0,1.0,4.6,3.2,2.5,3.8,0.48,1.8,0.086211148396987
29.6,4.6,13.0,10.4,8.0,12.4,0.0,0.5,14.0,26.0,0.14,0.04,2.0,21.0,0.105,0.08,0.1,0.2,1.0,1.4,5.0,4.3,4.0,27.0,1.3,0.2,3.4,4.4,0.39,2.4,0.0268691927364071
42.8,11.8,5.8,20.0,17.6,44.8,0.0,0.5,14.0,13.0,0.175,0.05,2.0,35.0,0.14,0.02,0.1,0.38,1.2,1.6,4.8,4.7,2.0,14.0,3.1,3.3,3.0,3.4,0.52,1.4,0.0417772503186873
9.2,4.6,5.8,12.8,12.8,35.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,14.0,0.105,0.06,0.1,0.45,0.8,0.7,3.1,2.4,10.0,11.0,2.8,1.8,4.4,1.4,0.43,1.2,0.194326913223996
15.2,7.0,8.2,22.4,17.6,42.4,0.0,0.5,14.0,23.0,0.175,0.08,2.0,24.0,0.14,0.08,0.1,0.18,1.5,2.1,3.1,4.8,20.0,3.0,0.7,2.1,2.7,1.7,0.29,2.5,0.0877582107152633
24.8,13.0,10.6,14.0,12.8,17.2,0.0,0.5,14.0,15.0,0.105,0.01,2.0,20.0,0.175,0.08,0.1,0.48,1.4,1.4,3.0,2.6,11.0,17.0,0.6,1.9,0.1,4.8,1.12,2.2,0.0399716778568965
26.0,9.4,2.2,5.6,8.0,36.4,0.0,0.5,14.0,24.0,0.105,0.07,2.0,14.0,0.14,0.1,0.1,0.39,0.5,1.1,4.1,3.4,20.0,16.0,2.8,4.3,2.5,0.1,0.26,3.3,0.197453931719724
34.4,9.4,10.6,8.0,4.4,29.2,0.0,0.51,14.0,15.0,0.105,0.1,2.0,20.0,0.07,0.05,0.1,0.22,0.5,1.8,1.5,3.3,21.0,1.0,2.3,2.8,4.0,4.6,0.12,1.2,0.0320937144013767
15.2,10.6,4.6,6.8,8.0,48.4,0.0,0.5,14.0,13.0,0.105,0.09,2.0,21.0,0.07,0.04,0.1,0.38,0.6,1.7,3.7,4.7,13.0,8.0,1.1,0.9,2.6,4.3,0.47,2.6,0.148526122319256
44.0,4.6,4.6,5.6,3.2,23.2,0.0,0.51,14.0,12.0,0.175,0.07,2.0,11.0,0.105,0.03,0.1,0.13,0.3,1.4,1.5,2.4,19.0,20.0,3.2,4.2,3.6,3.7,0.28,1.0,0.055774574239979
50.0,11.8,11.8,23.6,9.2,49.6,0.0,0.5,14.0,31.0,0.14,0.1,2.0,30.0,0.07,0.02,0.1,0.5,0.9,1.6,4.0,4.3,26.0,22.0,0.3,1.8,0.7,5.0,0.79,3.4,0.0187190092243506
26.0,4.6,7.0,26.0,15.2,41.2,0.0,0.5,14.0,35.0,0.07,0.04,2.0,10.0,0.105,0.05,0.1,0.49,0.8,4.1,4.0,4.3,27.0,26.0,4.2,4.2,4.5,1.9,0.61,2.2,0.0564967781152735
41.6,2.2,10.6,18.8,11.6,40.0,0.0,0.51,14.0,25.0,0.14,0.06,2.0,14.0,0.175,0.1,0.1,0.41,0.8,0.5,3.8,3.4,2.0,5.0,3.5,2.7,3.4,1.8,0.16,3.1,0.0226060549674179
18.8,4.6,5.8,8.0,6.8,7.6,0.0,0.51,14.0,32.0,0.175,0.02,2.0,31.0,0.105,0.07,0.1,0.34,0.5,4.1,1.8,4.0,2.0,7.0,2.8,1.6,0.6,2.5,0.14,1.6,0.0973861546692092
20.0,11.8,9.4,24.8,24.8,34.0,0.0,0.51,14.0,34.0,0.14,0.03,2.0,28.0,0.14,0.04,0.1,0.36,3.3,2.3,4.8,4.2,14.0,23.0,2.5,3.7,1.9,0.7,0.44,3.4,0.0582486418661641
46.4,8.2,5.8,10.4,16.4,12.4,0.0,0.51,14.0,35.0,0.07,0.04,2.0,30.0,0.175,0.1,0.1,0.22,1.3,3.8,3.2,2.8,6.0,5.0,4.2,3.5,3.5,1.1,0.54,2.1,0.0396601882452174
51.2,3.4,3.4,17.6,11.6,20.8,0.0,0.5,14.0,27.0,0.175,0.07,2.0,28.0,0.07,0.01,0.1,0.4,1.2,2.0,3.6,4.1,6.0,8.0,3.7,4.7,0.9,3.7,1.19,1.0,0.0584950007384435
9.2,10.6,11.8,6.8,16.4,35.2,0.0,0.51,14.0,32.0,0.035,0.01,2.0,9.0,0.07,0.01,0.1,0.47,2.0,1.6,4.4,3.4,7.0,13.0,1.4,0.8,4.1,2.2,1.09,2.6,0.0996234335368696
38.0,7.0,2.2,18.8,21.2,49.6,0.0,0.5,14.0,24.0,0.105,0.04,2.0,13.0,0.105,0.05,0.1,0.22,2.5,1.6,4.8,4.8,24.0,9.0,3.9,5.0,4.5,1.4,1.1,1.8,0.119611185380779
41.6,5.8,7.0,9.2,20.0,48.4,0.0,0.51,14.0,26.0,0.07,0.05,2.0,9.0,0.105,0.03,0.1,0.5,1.2,0.7,4.2,4.7,25.0,6.0,4.2,1.3,4.3,3.1,0.36,3.3,0.0358155912514187
9.2,13.0,9.4,10.4,15.2,23.2,0.0,0.5,14.0,27.0,0.07,0.02,2.0,26.0,0.035,0.01,0.1,0.16,1.0,2.2,2.8,2.1,29.0,9.0,1.8,3.8,1.3,2.7,0.57,1.9,0.122311130133397
18.8,10.6,10.6,24.8,4.4,5.2,0.0,0.51,14.0,19.0,0.07,0.05,2.0,23.0,0.07,0.07,0.1,0.18,0.5,2.1,2.1,1.4,6.0,17.0,5.0,2.2,2.1,1.4,0.24,1.2,0.0517348231555103
30.8,10.6,4.6,20.0,17.6,36.4,0.0,0.5,14.0,28.0,0.175,0.04,2.0,10.0,0.07,0.01,0.1,0.46,2.2,3.0,3.4,3.2,23.0,12.0,4.9,4.8,0.1,1.4,1.51,3.1,0.0738372748500387
40.4,1.0,2.2,11.6,3.2,40.0,0.0,0.5,14.0,25.0,0.07,0.07,2.0,22.0,0.14,0.06,0.1,0.23,0.3,2.9,1.5,1.6,11.0,11.0,2.3,1.1,3.0,1.1,0.13,1.2,0.121947649380092
44.0,13.0,13.0,10.4,8.0,24.4,0.0,0.51,14.0,35.0,0.14,0.07,2.0,6.0,0.07,0.02,0.1,0.13,0.5,0.6,3.1,3.0,1.0,9.0,2.5,1.3,2.6,4.7,0.31,2.1,0.0188325247562236
51.2,4.6,2.2,4.4,9.2,38.8,0.0,0.51,14.0,28.0,0.175,0.03,2.0,9.0,0.07,0.02,0.1,0.18,1.0,3.1,4.7,3.5,26.0,3.0,0.7,3.5,2.6,4.9,0.7,2.8,0.0921060876188969
27.2,8.2,5.8,23.6,24.8,10.0,0.0,0.51,14.0,25.0,0.035,0.01,2.0,31.0,0.07,0.07,0.1,0.36,2.9,1.5,4.6,4.9,20.0,27.0,3.4,1.4,3.3,0.4,1.47,3.0,0.0658826410174456
46.4,4.6,5.8,8.0,4.4,8.8,0.0,0.5,14.0,35.0,0.14,0.02,2.0,15.0,0.175,0.1,0.1,0.4,0.5,1.8,2.7,3.6,17.0,20.0,3.3,0.3,3.6,0.3,0.14,1.5,0.0380899727816378
12.8,1.0,10.6,14.0,9.2,4.0,0.0,0.5,14.0,22.0,0.105,0.01,2.0,23.0,0.175,0.03,0.1,0.48,1.0,0.8,3.0,4.2,5.0,28.0,0.2,2.1,4.4,0.5,0.58,2.8,0.0762293392897708
44.0,2.2,5.8,4.4,5.6,12.4,0.0,0.5,14.0,11.0,0.14,0.07,2.0,10.0,0.07,0.03,0.1,0.33,0.6,0.2,3.0,5.0,16.0,20.0,0.2,0.5,3.4,4.2,0.13,1.6,0.041547707946705
18.8,4.6,3.4,24.8,14.0,52.0,0.0,0.51,14.0,20.0,0.14,0.02,2.0,9.0,0.105,0.04,0.1,0.3,1.4,1.6,3.1,2.3,11.0,29.0,4.9,2.9,0.3,2.4,1.28,1.3,0.160378256387342
46.4,5.8,10.6,12.8,6.8,42.4,0.0,0.5,14.0,28.0,0.175,0.08,2.0,35.0,0.07,0.01,0.1,0.25,0.4,2.1,1.9,2.5,30.0,5.0,1.1,4.6,2.1,5.0,0.21,1.0,0.0222338979017748
40.4,4.6,7.0,4.4,17.6,37.6,0.0,0.51,14.0,33.0,0.175,0.03,2.0,31.0,0.105,0.01,0.1,0.15,2.1,1.1,4.2,3.2,22.0,26.0,4.4,4.5,1.9,0.6,0.86,1.9,0.0372701040366737
36.8,1.0,5.8,18.8,14.0,8.8,0.0,0.51,14.0,22.0,0.14,0.08,2.0,28.0,0.14,0.1,0.1,0.4,1.8,2.7,4.2,4.2,19.0,24.0,1.4,2.1,3.3,0.1,0.52,3.8,0.0487496376496137
30.8,8.2,4.6,16.4,10.4,53.2,0.0,0.5,14.0,15.0,0.105,0.04,2.0,32.0,0.175,0.07,0.1,0.19,0.5,1.4,3.7,3.6,29.0,15.0,1.7,2.3,5.0,4.7,0.14,2.6,0.0755950299099692
9.2,1.0,5.8,22.4,8.0,22.0,0.0,0.5,14.0,27.0,0.175,0.02,2.0,21.0,0.105,0.06,0.1,0.44,0.4,2.5,2.7,3.7,20.0,28.0,0.1,3.3,4.2,4.1,0.36,1.9,0.179186849094239
50.0,5.8,7.0,14.0,11.6,30.4,0.0,0.51,14.0,23.0,0.035,0.03,2.0,35.0,0.105,0.09,0.1,0.4,0.7,2.7,3.2,4.3,3.0,29.0,0.6,3.1,4.7,1.5,0.69,1.8,0.0304505116612468
15.2,11.8,4.6,6.8,15.2,19.6,0.0,0.51,14.0,24.0,0.175,0.08,2.0,19.0,0.14,0.09,0.1,0.49,1.3,0.9,4.2,2.4,6.0,14.0,5.0,3.0,1.1,0.7,0.58,1.3,0.15349148975301
18.8,11.8,11.8,15.2,18.8,34.0,0.0,0.51,14.0,17.0,0.14,0.05,2.0,13.0,0.07,0.01,0.1,0.26,2.2,2.1,4.2,4.9,20.0,18.0,3.4,1.6,1.5,1.8,0.71,3.1,0.0469241585979894
28.4,13.0,9.4,12.8,11.6,4.0,0.0,0.51,14.0,22.0,0.175,0.09,2.0,31.0,0.175,0.07,0.1,0.39,0.8,0.7,2.7,4.2,2.0,16.0,2.3,3.8,1.6,3.2,0.69,2.4,0.0400966674385393
48.8,2.2,1.0,11.6,15.2,26.8,0.0,0.51,14.0,26.0,0.14,0.04,2.0,33.0,0.175,0.04,0.1,0.37,1.4,2.7,3.1,3.4,19.0,5.0,2.8,2.0,1.7,3.9,0.78,2.2,0.215301215322857
47.6,9.4,7.0,12.8,5.6,7.6,0.0,0.51,14.0,27.0,0.14,0.01,2.0,5.0,0.07,0.01,0.1,0.24,0.6,3.1,3.0,3.1,9.0,10.0,1.1,4.3,2.2,1.0,0.13,1.7,0.0314774877953745
40.4,4.6,4.6,15.2,23.6,50.8,0.0,0.51,14.0,32.0,0.14,0.01,2.0,16.0,0.035,0.02,0.1,0.07,2.3,4.2,4.5,4.6,4.0,22.0,0.6,1.9,1.4,2.4,0.35,2.8,0.0568544235401631
15.2,5.8,9.4,6.8,9.2,16.0,0.0,0.51,14.0,30.0,0.07,0.06,2.0,7.0,0.14,0.06,0.1,0.5,0.9,1.3,1.7,2.2,21.0,0.0,4.5,0.3,3.6,1.5,0.45,1.2,0.0775741330283175
12.8,5.8,9.4,21.2,10.4,36.4,0.0,0.5,14.0,17.0,0.175,0.08,2.0,23.0,0.105,0.09,0.1,0.14,1.3,1.6,3.7,4.1,12.0,4.0,0.9,4.3,2.9,2.2,0.38,2.9,0.0865260112164639
